
#-ah-	UNKNOWN
#-aš1!	UNKNOWN
#-ba-ni-ma	UNKNOWN
#-da-	UNKNOWN
#-e	UNKNOWN
#-it-,	UNKNOWN
#-kam	UNKNOWN_NOUN_ADJ
#-ku	UNKNOWN
#-ma	UNKNOWN
#-mu?}	UNKNOWN
#-ni!-	UNKNOWN
#-ni-kà-IR-šu	UNKNOWN
#-ni-ma	UNKNOWN
#-ta!-	UNKNOWN
#-tum	UNKNOWN_NOUN_ADJ
#-tù-	UNKNOWN
#-un!-	UNKNOWN
#-x	UNKNOWN
#-šu	UNKNOWN
#-šum}	UNKNOWN
#En!-na-A-šur	UNKNOWN
#GA-ma-ma	UNKNOWN
#KIŠIB-{kà-a}	UNKNOWN
#Kam!-ma!-li-a	UNKNOWN
#Ku-bi-na-ah-šu	UNKNOWN
#Ku-ku	UNKNOWN
#Ku-na-a	UNKNOWN
#Ni-ma-	UNKNOWN
#TÚG-ta-nu	UNKNOWN
#a-GA-ZI-im	UNKNOWN_NOUN_ADJ
#a-dí	UNKNOWN
#a-gu5-ru-ni?	UNKNOWN
#a-na	UNKNOWN
#a-na-HI	UNKNOWN
#a-na-hi	UNKNOWN
#a-ni-GI}	UNKNOWN
#a-ša-qal	UNKNOWN
#a-šu-LÁ-šu	UNKNOWN
#a-šu-mì-kà	UNKNOWN
#ba-ri-ni	UNKNOWN
#d.NA!-líl-ba-ni	UNKNOWN
#dí-in	UNKNOWN
#dí-in}	UNKNOWN
#eppaš-šum	UNKNOWN_NOUN_ADJ
#eq-	UNKNOWN
#eṭe-ru	UNKNOWN
#gi5-ri-ma	UNKNOWN
#gám-ru	UNKNOWN
#i-DA-hi;	UNKNOWN
#i-dí-i-ma	UNKNOWN
#i-hi-iṭ-ma	UNKNOWN
#i-ku-ri-a	UNKNOWN
#i-kà-pár	UNKNOWN
#i-ma-gu5-ru-kà	UNKNOWN
#i-mu-a	UNKNOWN
#i-ša-lá-mu-tim	UNKNOWN_NOUN_ADJ
#i-ṭá-hi	UNKNOWN
#i-ší-ú-ni-ma?	UNKNOWN
#il5-la-ak}	UNKNOWN
#im-qú-ut	UNKNOWN
#iš-bi4-ma	UNKNOWN
#ki-ri-tim	UNKNOWN_NOUN_ADJ
#ki?-ra-tim	UNKNOWN_NOUN_ADJ
#kà?-	UNKNOWN
#li-GA-ší	UNKNOWN
#li-bi	UNKNOWN
#li-dí-na-ku-nu-tí	UNKNOWN
#li-ik-pu!-ur}	UNKNOWN
#li-ša-ak-nu-kum	UNKNOWN_NOUN_ADJ
#li-ṣi;	UNKNOWN
#li-ṭù-lu	UNKNOWN
#lu-la-pì-ta-tum}	UNKNOWN
#lu-ri-HI-ma	UNKNOWN
#lu-ta!-dí-in;	UNKNOWN
#ma-na	UNKNOWN
#me-	UNKNOWN
#me-NI-e	UNKNOWN
#n\-elia	UNKNOWN
#ni-ik-nu-uk-ma	UNKNOWN
#ni-zi-ta-ku-nu-tí-ma	UNKNOWN
#sú-ri-im	UNKNOWN_NOUN_ADJ
#ta-dí-RU-šu-um	UNKNOWN_NOUN_ADJ
#ta-hi-tum}	UNKNOWN
#tuštabba^-ni	UNKNOWN
#tám-kà-ri-im	UNKNOWN_NOUN_ADJ
#té-er-tám	UNKNOWN
#té-ṭí-ir	UNKNOWN
#wata-ru?	UNKNOWN
#{-lá-la-}!}	UNKNOWN
#{..-šum}	UNKNOWN
#{Ha-mì-ṣa-nim}}	UNKNOWN
#{Ku-du-bi-iš}}	UNKNOWN
#{Ku?!-tù}?}	UNKNOWN
#{KÙ.BABBAR.áp-šu!-nu}	UNKNOWN
#{Wa-za}	UNKNOWN
#{a-na}}	UNKNOWN
#{a-pu-úh	UNKNOWN
#{a-qá-té-e}?}	UNKNOWN
#{e-hi-id}}	UNKNOWN
#{hi-da-ma}!}	UNKNOWN
#{i-re-qú}}	UNKNOWN
#{ki-dim}	UNKNOWN
#{li-ba-kà	UNKNOWN
#{li-qé-a-ma	UNKNOWN
#{ni-sí-ma!}	UNKNOWN
#{ra-biṣ-šu-nu}}	UNKNOWN
#{ta-ze-ar}}	UNKNOWN
#{té-ra-bu}}	UNKNOWN
#{té-ru-bu}}	UNKNOWN
#{tù-ša-am-ri-ṣú}?}	UNKNOWN
#{ur-kà-at-sú}}	UNKNOWN
#{wa-ša-áb}?}	UNKNOWN
#{ú-dí-i}?}	UNKNOWN
#{ša-ar-tim}}	UNKNOWN
#{Šu-li}	UNKNOWN
#{šu-lu-AH}!}	UNKNOWN
#{šé-bi-lam}?}	UNKNOWN
#{ší-a-tim}?}	UNKNOWN
#Ú-{be-tum}	UNKNOWN
#ù-mu	UNKNOWN
#ú-ma-qá-at	UNKNOWN
#ú-ta-NI	UNKNOWN
#ú-za-ku	UNKNOWN
#ša-lá-ṭim	UNKNOWN_NOUN_ADJ
#ṭa-tí	UNKNOWN
#Šu-Iš-ha-ra	UNKNOWN
#šu-a-am	UNKNOWN_NOUN_ADJ
#šu-ta-lá-al	UNKNOWN
#ṭup-pá-kà	UNKNOWN
#ší-ip-ri-kà	UNKNOWN
eṣ-lá-at	UNKNOWN
eṭ-lá-ku	UNKNOWN
eṭ-lúm	eṭl+N+Masc+Sg+Nom
eṣ-ra	UNKNOWN
eṭ-ra-ni	UNKNOWN
eš15-ra	UNKNOWN
eš15-ra-*tim	UNKNOWN_NOUN_ADJ
eš15-ra-at	UNKNOWN
eš15-ra-tim	UNKNOWN_NOUN_ADJ
eš15-ri-*šu	UNKNOWN
eš15-ri-šu	UNKNOWN
ga!-ma!-li-kà	UNKNOWN
ga!-me-er-tim	UNKNOWN_NOUN_ADJ
ga-am-ra	gamr+Adj+Masc+Sg+Acc
ga-am-ra	gamr+N+Masc+Pl+Construct+1csPoss
ga-am-ra	gamr+N+Masc+Pl+Nom+1csPoss
ga-am-ra	gamr+N+Masc+Pl+Obl+1csPoss
ga-am-ra	gamr+N+Masc+Sg+Acc
ga-am-ra	gamr+N+Masc+Sg+Construct+1csPoss
ga-am-ra	gamārum+GStem+Imp+2CP
ga-am-ra-am	gamr+Adj+Masc+Sg+Acc
ga-am-ra-am	gamr+N+Masc+Sg+Acc
ga-am-ra-at	UNKNOWN
ga-am-ra-at-ni	UNKNOWN
ga-am-ra-tim	gamr+Adj+Fem+Pl+Obl
ga-am-ra-tim	gamr+Adj+Fem+Sg+Gen
ga-am-ri	gamr+Adj+Masc+Sg+Gen
ga-am-ri	gamr+N+Masc+Pl+Construct
ga-am-ri	gamr+N+Masc+Pl+Construct+1csPoss
ga-am-ri	gamr+N+Masc+Pl+Obl
ga-am-ri	gamr+N+Masc+Pl+Obl+1csPoss
ga-am-ri	gamr+N+Masc+Sg+Construct+1csPoss
ga-am-ri	gamr+N+Masc+Sg+Gen
ga-am-ri	gamārum+GStem+Imp+2FS
ga-am-ri-a	gamr+N+Masc+Pl+Construct+1csPoss
ga-am-ri-a	gamr+N+Masc+Pl+Obl+1csPoss
ga-am-ri-a	gamr+N+Masc+Sg+Construct+1csPoss
ga-am-ru	gamr+Adj+Masc+Sg+Nom
ga-am-ru	gamr+N+Masc+Pl+Nom
ga-am-ru	gamr+N+Masc+Sg+Nom
ga-am-ru-um	gamr+Adj+Masc+Sg+Nom
ga-am-ru-um	gamr+N+Masc+Sg+Nom
ga-ar-na-šum	UNKNOWN_NOUN_ADJ
ga-ar-za-am	GarZ+Adj+Masc+Sg+Acc
ga-ki-el	UNKNOWN
ga-la?-ku-nu	UNKNOWN
ga-ma-al-ka	UNKNOWN
ga-ma-al-kà	UNKNOWN
ga-ma-ar-kà	UNKNOWN
ga-ma-ar-šu	UNKNOWN
ga-ma-ar-ší-na	UNKNOWN
ga-ma-li-i-kà	UNKNOWN
ga-ma-li-im	UNKNOWN_NOUN_ADJ
ga-ma-lim	UNKNOWN_NOUN_ADJ
ga-ma-ri-im	UNKNOWN_NOUN_ADJ
ga-mar-ku-nu	UNKNOWN
ga-mar-ša	UNKNOWN
ga-me-er	UNKNOWN
ga-me-er-ma	UNKNOWN
ga-me-er-tim	gamir+N+Fem+Sg+Gen
ga-me-ra-ma	UNKNOWN
ga-mì-ra-ma	UNKNOWN
ga-num	UNKNOWN_NOUN_ADJ
ga-ri-ša-am	Gāriš+N+Masc+Sg+Acc
ga-sú-ri-im	UNKNOWN_NOUN_ADJ
ga-x	UNKNOWN
gam-ar-	UNKNOWN
gam-ra	gamr+Adj+Masc+Sg+Acc
gam-ra	gamr+N+Masc+Pl+Construct+1csPoss
gam-ra	gamr+N+Masc+Pl+Nom+1csPoss
gam-ra	gamr+N+Masc+Pl+Obl+1csPoss
gam-ra	gamr+N+Masc+Sg+Acc
gam-ra	gamr+N+Masc+Sg+Construct+1csPoss
gam-ra	gamārum+GStem+Imp+2CP
gam-ra-am	gamr+Adj+Masc+Sg+Acc
gam-ra-am	gamr+N+Masc+Sg+Acc
gam-ra-ku-nu-tí	UNKNOWN
gam-ra-kum	UNKNOWN_NOUN_ADJ
gam-ri!-šu-nu	UNKNOWN
gam-ri-im	gamr+Adj+Masc+Sg+Gen
gam-ri-im	gamr+N+Masc+Sg+Gen
gam-ru	gamr+Adj+Masc+Sg+Nom
gam-ru	gamr+N+Masc+Pl+Nom
gam-ru	gamr+N+Masc+Sg+Nom
gi-im-lá-/ni	UNKNOWN
gi-im-lá-ni	UNKNOWN
gi-mì-il5-ma	gamālum+GStem+Imp+2MS+MA
gi-mì-il5-ma	gimill+N+Masc+Sg+Construct+MA
gi-mì-lam	gimill+N+Masc+Sg+Acc
gi-mì-lam3	UNKNOWN
gi-mì-li	gamālum+GStem+Imp+2FS
gi-mì-li	gimill+N+Masc+Pl+Construct
gi-mì-li	gimill+N+Masc+Pl+Construct+1csPoss
gi-mì-li	gimill+N+Masc+Pl+Obl
gi-mì-li	gimill+N+Masc+Pl+Obl+1csPoss
gi-mì-li	gimill+N+Masc+Sg+Construct+1csPoss
gi-mì-li	gimill+N+Masc+Sg+Gen
gi-mì-lim	gimill+N+Masc+Sg+Gen
gi-mì-lá-ni	gimill+N+Masc+Dual+Nom+1cpPoss
gi-mì-lá-ni	gimill+N+Masc+Dual+Nom+1csPoss
gi-mì-lá-ni	gimill+N+Masc+Sg+Acc+1cpPoss
gi-mì-lúm	gimill+N+Masc+Sg+Nom
gi-ri-šu-ma	gimr+N+Masc+Dual+Obl+3msPoss+MA
gi-ri-šu-ma	gimr+N+Masc+Pl+Construct+3msPoss+MA
gi-ri-šu-ma	gimr+N+Masc+Pl+Obl+3msPoss+MA
gi-ri-šu-ma	gimr+N+Masc+Sg+Gen+3msPoss+MA
gi5-im-*ra-am	UNKNOWN_NOUN_ADJ
gi5-im-la-ni	UNKNOWN
gi5-im-lá-ni	UNKNOWN
gi5-mì-il5-šu	gimill+N+Masc+Sg+Construct+3msPoss
gi5-mì-lam	gimill+N+Masc+Sg+Acc
gi5-mì-li	gamālum+GStem+Imp+2FS
gi5-mì-li	gimill+N+Masc+Pl+Construct
gi5-mì-li	gimill+N+Masc+Pl+Construct+1csPoss
gi5-mì-li	gimill+N+Masc+Pl+Obl
gi5-mì-li	gimill+N+Masc+Pl+Obl+1csPoss
gi5-mì-li	gimill+N+Masc+Sg+Construct+1csPoss
gi5-mì-li	gimill+N+Masc+Sg+Gen
gi5-mì-li-im	gimill+N+Masc+Sg+Gen
gi5-mì-lim	gimill+N+Masc+Sg+Gen
gu-mu-ur-ší-na	UNKNOWN
gu5-ba-áb-tim	gubab+N+Fem+Sg+Gen
gu5-mu-ur	UNKNOWN
gu5-mu-ur-/ma	UNKNOWN
gu5-mu-ur-ma	UNKNOWN
gu5-mur-ma	UNKNOWN
gu5-ul-gu5-li-a	UNKNOWN
gu5-um-ra	UNKNOWN
gu5-um-ra-ma	UNKNOWN
gu5-šu-ri	gušūr+N+Masc+Pl+Construct
gu5-šu-ri	gušūr+N+Masc+Pl+Construct+1csPoss
gu5-šu-ri	gušūr+N+Masc+Pl+Obl
gu5-šu-ri	gušūr+N+Masc+Pl+Obl+1csPoss
gu5-šu-ri	gušūr+N+Masc+Sg+Construct+1csPoss
gu5-šu-ri	gušūr+N+Masc+Sg+Gen
gám-mar-šu-nu	UNKNOWN
gám-ra	gamr+Adj+Masc+Sg+Acc
gám-ra	gamr+N+Masc+Pl+Construct+1csPoss
gám-ra	gamr+N+Masc+Pl+Nom+1csPoss
gám-ra	gamr+N+Masc+Pl+Obl+1csPoss
gám-ra	gamr+N+Masc+Sg+Acc
gám-ra	gamr+N+Masc+Sg+Construct+1csPoss
gám-ra	gamārum+GStem+Imp+2CP
gám-ra-am	gamr+Adj+Masc+Sg+Acc
gám-ra-am	gamr+N+Masc+Sg+Acc
gám-ra-at-ni	UNKNOWN
gám-ra-ki-im	UNKNOWN_NOUN_ADJ
gám-ra-kum	UNKNOWN_NOUN_ADJ
gám-ra-ni	gamr+N+Masc+Dual+Nom+1cpPoss
gám-ra-ni	gamr+N+Masc+Dual+Nom+1csPoss
gám-ra-ni	gamr+N+Masc+Sg+Acc+1cpPoss
gám-ra-tim-ma	UNKNOWN
gám-ri	gamr+Adj+Masc+Sg+Gen
gám-ri	gamr+N+Masc+Pl+Construct
gám-ri	gamr+N+Masc+Pl+Construct+1csPoss
gám-ri	gamr+N+Masc+Pl+Obl
gám-ri	gamr+N+Masc+Pl+Obl+1csPoss
gám-ri	gamr+N+Masc+Sg+Construct+1csPoss
gám-ri	gamr+N+Masc+Sg+Gen
gám-ri	gamārum+GStem+Imp+2FS
gám-ri-/ku-nu	UNKNOWN
gám-ri-a	gamr+N+Masc+Pl+Construct+1csPoss
gám-ri-a	gamr+N+Masc+Pl+Obl+1csPoss
gám-ri-a	gamr+N+Masc+Sg+Construct+1csPoss
gám-ri-im	gamr+Adj+Masc+Sg+Gen
gám-ri-im	gamr+N+Masc+Sg+Gen
gám-ri-kà	gamr+N+Masc+Dual+Obl+2msPoss
gám-ri-kà	gamr+N+Masc+Pl+Construct+2msPoss
gám-ri-kà	gamr+N+Masc+Pl+Obl+2msPoss
gám-ri-kà	gamr+N+Masc+Sg+Gen+2msPoss
gám-ri-šu	gamr+N+Masc+Dual+Obl+3msPoss
gám-ri-šu	gamr+N+Masc+Pl+Construct+3msPoss
gám-ri-šu	gamr+N+Masc+Pl+Obl+3msPoss
gám-ri-šu	gamr+N+Masc+Sg+Gen+3msPoss
gám-ri-šu-nu	gamr+N+Masc+Dual+Obl+3mpPoss
gám-ri-šu-nu	gamr+N+Masc+Pl+Construct+3mpPoss
gám-ri-šu-nu	gamr+N+Masc+Pl+Obl+3mpPoss
gám-ri-šu-nu	gamr+N+Masc+Sg+Gen+3mpPoss
gám-ru	gamr+Adj+Masc+Sg+Nom
gám-ru	gamr+N+Masc+Pl+Nom
gám-ru	gamr+N+Masc+Sg+Nom
gám-ru-ni	gamr+N+Masc+Pl+Nom+1cpPoss
gám-ru-ni	gamr+N+Masc+Sg+Nom+1cpPoss
gám-ru-um	gamr+Adj+Masc+Sg+Nom
gám-ru-um	gamr+N+Masc+Sg+Nom
ha!-ar!-pé!	UNKNOWN
ha-(Ras.)-bu-lá-ku-ni	UNKNOWN
ha-*am-ša-*tim	UNKNOWN_NOUN_ADJ
ha-al!-qá-tí	UNKNOWN
ha-al-DU!-ni	UNKNOWN
ha-al-pì-im	UNKNOWN_NOUN_ADJ
ha-al-qá-ku-ni	UNKNOWN
ha-al-qá-ku-ni-ma	UNKNOWN
ha-al-qú	UNKNOWN
ha-al-qú-tim	UNKNOWN_NOUN_ADJ
ha-am-da-tim	UNKNOWN_NOUN_ADJ
ha-am-ša-tim	hamšā+N+Fem+Pl+Obl
ha-am-ša-tim	hamšā+N+Fem+Sg+Gen
ha-am-ša-tum	hamšā+N+Fem+Pl+Nom
ha-am-ša-tum	hamšā+N+Fem+Sg+Nom
ha-am-ša-tím	hamšā+N+Fem+Pl+Obl
ha-am-ša-tím	hamšā+N+Fem+Sg+Gen
ha-am-ṭá-tim	UNKNOWN_NOUN_ADJ
ha-am-ší-šu	UNKNOWN
ha-am?-da-tim	UNKNOWN_NOUN_ADJ
ha-ar-*mì-im	UNKNOWN_NOUN_ADJ
ha-ar-ma-am	UNKNOWN_NOUN_ADJ
ha-ar-mu	UNKNOWN
ha-ar-mu-um	UNKNOWN_NOUN_ADJ
ha-ar-mì-im	UNKNOWN_NOUN_ADJ
ha-ar-pè	harp+N+Masc+Pl+Construct
ha-ar-pè	harp+N+Masc+Pl+Construct+1csPoss
ha-ar-pè	harp+N+Masc+Pl+Obl
ha-ar-pè	harp+N+Masc+Pl+Obl+1csPoss
ha-ar-pè	harp+N+Masc+Sg+Construct+1csPoss
ha-ar-pè	harp+N+Masc+Sg+Gen
ha-ar-pé	UNKNOWN
ha-ar-pí-šu	harp+N+Masc+Dual+Obl+3msPoss
ha-ar-pí-šu	harp+N+Masc+Pl+Construct+3msPoss
ha-ar-pí-šu	harp+N+Masc+Pl+Obl+3msPoss
ha-ar-pí-šu	harp+N+Masc+Sg+Gen+3msPoss
ha-as-sà-wu-ni	UNKNOWN
ha-ba-ša-tim	habaš+N+Fem+Pl+Obl
ha-bu-*lam	UNKNOWN_NOUN_ADJ
ha-bu-kam	UNKNOWN_NOUN_ADJ
ha-bu-la-ak-šu-ni	UNKNOWN
ha-bu-la-am	UNKNOWN_NOUN_ADJ
ha-bu-la-ku	UNKNOWN
ha-bu-la-ku-ma	UNKNOWN
ha-bu-lam	UNKNOWN_NOUN_ADJ
ha-bu-lam-ma	UNKNOWN
ha-bu-lam??!	UNKNOWN
ha-bu-lu	UNKNOWN
ha-bu-lu-ni	UNKNOWN
ha-bu-lu-ni-a-tí-ni	UNKNOWN
ha-bu-lu-ni-ni	UNKNOWN
ha-bu-lu-nim	UNKNOWN_NOUN_ADJ
ha-bu-lu-tim	UNKNOWN_NOUN_ADJ
ha-bu-lu-ú-ma	UNKNOWN
ha-bu-lu??!	UNKNOWN
ha-bu-lá-*ni-ni	UNKNOWN
ha-bu-lá-ak-šu-um	UNKNOWN_NOUN_ADJ
ha-bu-lá-ak-šum	UNKNOWN_NOUN_ADJ
ha-bu-lá-am	UNKNOWN_NOUN_ADJ
ha-bu-lá-at	UNKNOWN
ha-bu-lá-ku	UNKNOWN
ha-bu-lá-ku-ma	UNKNOWN
ha-bu-lá-ku-ni	UNKNOWN
ha-bu-lá-ku-nu-tí	UNKNOWN
ha-bu-lá-ku-nu-tí-ma	UNKNOWN
ha-bu-lá-ku-um	UNKNOWN_NOUN_ADJ
ha-bu-lá-ku-šu-ni-ma	UNKNOWN
ha-bu-lá-ku6-ni	UNKNOWN
ha-bu-lá-kum	UNKNOWN_NOUN_ADJ
ha-bu-lá-ma	UNKNOWN
ha-bu-lá-ni	UNKNOWN
ha-bu-lá-ni-ni	UNKNOWN
ha-bu-lá-tí	UNKNOWN
ha-bu-lá-tí-ma	UNKNOWN
ha-bu-lá-tí-ni	UNKNOWN
ha-bu-lá-tù-/nu-ni	UNKNOWN
ha-bu-ra-a-i-am	UNKNOWN_NOUN_ADJ
ha-bu-ra-ta-i-um	UNKNOWN_NOUN_ADJ
ha-bu-ul	UNKNOWN
ha-bu-ul-ma	UNKNOWN
ha-bu-ul-ni-a-tí-ma	UNKNOWN
ha-bu-ul-šum	UNKNOWN_NOUN_ADJ
ha-di	Hadi+Name
ha-di	Hadi+Name+1csPoss
ha-dì	Hadi+Name
ha-dì	Hadi+Name+1csPoss
ha-dì-a	Hadi+Name+1csPoss
ha-dí	Hadi+Name
ha-dí	Hadi+Name+1csPoss
ha-im?	UNKNOWN
ha-la-aq	UNKNOWN
ha-li-ip-tám	halip+N+Fem+Sg+Acc
ha-li-iq	UNKNOWN
ha-lu-qám	UNKNOWN
ha-lá-aq	UNKNOWN
ha-lá-qam	UNKNOWN_NOUN_ADJ
ha-lá-tim	UNKNOWN_NOUN_ADJ
ha-mu-uš-ta-an	hamuš+N+Fem+Dual+Nom
ha-mu-uš-tim	hamuš+N+Fem+Sg+Gen
ha-mu-uš-tum	hamuš+N+Fem+Sg+Nom
ha-mu-uš-tám	hamuš+N+Fem+Sg+Acc
ha-mu-uš-tí	hamuš+N+Fem+Pl+Construct
ha-mu-uš-tí	hamuš+N+Fem+Sg+Construct+1csPoss
ha-mu-uš-tí	hamuš+N+Fem+Sg+Gen
ha-muš-tim	UNKNOWN_NOUN_ADJ
ha-ra-an	hamr+N+Masc+Dual+Nom
ha-ra-an	harrān+N+Masc+Sg+Construct
ha-ra-an	hār+N+Masc+Dual+Nom
ha-ra-ku-nu	hamr+N+Masc+Dual+Nom+2mpPoss
ha-ra-ku-nu	hamr+N+Masc+Sg+Acc+2mpPoss
ha-ra-ku-nu	harrān+N+Masc+Sg+Construct+2mpPoss
ha-ra-ku-nu	hār+N+Masc+Dual+Nom+2mpPoss
ha-ra-ku-nu	hār+N+Masc+Sg+Acc+2mpPoss
ha-ra-kà	hamr+N+Masc+Dual+Nom+2msPoss
ha-ra-kà	hamr+N+Masc+Sg+Acc+2msPoss
ha-ra-kà	harrān+N+Masc+Sg+Construct+2msPoss
ha-ra-kà	hār+N+Masc+Dual+Nom+2msPoss
ha-ra-kà	hār+N+Masc+Sg+Acc+2msPoss
ha-ra-kà-ma	hamr+N+Masc+Dual+Nom+2msPoss+MA
ha-ra-kà-ma	hamr+N+Masc+Sg+Acc+2msPoss+MA
ha-ra-kà-ma	harrān+N+Masc+Sg+Construct+2msPoss+MA
ha-ra-kà-ma	hār+N+Masc+Dual+Nom+2msPoss+MA
ha-ra-kà-ma	hār+N+Masc+Sg+Acc+2msPoss+MA
ha-ra-mì-im	UNKNOWN_NOUN_ADJ
ha-ra-na-am	harrān+N+Masc+Sg+Acc
ha-ra-na-tim	UNKNOWN_NOUN_ADJ
ha-ra-na-tim-ma	UNKNOWN
ha-ra-na-tum	UNKNOWN_NOUN_ADJ
ha-ra-nam	harrān+N+Masc+Sg+Acc
ha-ra-ni	hamr+N+Masc+Dual+Nom+1cpPoss
ha-ra-ni	hamr+N+Masc+Dual+Nom+1csPoss
ha-ra-ni	hamr+N+Masc+Sg+Acc+1cpPoss
ha-ra-ni	harrān+N+Masc+Pl+Construct
ha-ra-ni	harrān+N+Masc+Pl+Construct+1csPoss
ha-ra-ni	harrān+N+Masc+Pl+Obl
ha-ra-ni	harrān+N+Masc+Pl+Obl+1csPoss
ha-ra-ni	harrān+N+Masc+Sg+Construct+1cpPoss
ha-ra-ni	harrān+N+Masc+Sg+Construct+1csPoss
ha-ra-ni	harrān+N+Masc+Sg+Gen
ha-ra-ni	hār+N+Masc+Dual+Nom+1cpPoss
ha-ra-ni	hār+N+Masc+Dual+Nom+1csPoss
ha-ra-ni	hār+N+Masc+Sg+Acc+1cpPoss
ha-ra-ni-a	hamr+N+Masc+Dual+Nom+1csPoss
ha-ra-ni-a	harrān+N+Masc+Pl+Construct+1csPoss
ha-ra-ni-a	harrān+N+Masc+Pl+Obl+1csPoss
ha-ra-ni-a	harrān+N+Masc+Sg+Construct+1csPoss
ha-ra-ni-a	hār+N+Masc+Dual+Nom+1csPoss
ha-ra-ni-kà	harrān+N+Masc+Dual+Obl+2msPoss
ha-ra-ni-kà	harrān+N+Masc+Pl+Construct+2msPoss
ha-ra-ni-kà	harrān+N+Masc+Pl+Obl+2msPoss
ha-ra-ni-kà	harrān+N+Masc+Sg+Gen+2msPoss
ha-ra-ni-ma	hamr+N+Masc+Dual+Nom+1cpPoss+MA
ha-ra-ni-ma	hamr+N+Masc+Dual+Nom+1csPoss+MA
ha-ra-ni-ma	hamr+N+Masc+Sg+Acc+1cpPoss+MA
ha-ra-ni-ma	harrān+N+Masc+Dual+Obl+MA
ha-ra-ni-ma	harrān+N+Masc+Pl+Construct+1csPoss+MA
ha-ra-ni-ma	harrān+N+Masc+Pl+Construct+MA
ha-ra-ni-ma	harrān+N+Masc+Pl+Obl+1csPoss+MA
ha-ra-ni-ma	harrān+N+Masc+Pl+Obl+MA
ha-ra-ni-ma	harrān+N+Masc+Sg+Construct+1cpPoss+MA
ha-ra-ni-ma	harrān+N+Masc+Sg+Construct+1csPoss+MA
ha-ra-ni-ma	harrān+N+Masc+Sg+Gen+1csPoss
ha-ra-ni-ma	harrān+N+Masc+Sg+Gen+MA
ha-ra-ni-ma	hār+N+Masc+Dual+Nom+1cpPoss+MA
ha-ra-ni-ma	hār+N+Masc+Dual+Nom+1csPoss+MA
ha-ra-ni-ma	hār+N+Masc+Sg+Acc+1cpPoss+MA
ha-ra-ni-ni	harrān+N+Masc+Dual+Obl+1cpPoss
ha-ra-ni-ni	harrān+N+Masc+Dual+Obl+1csPoss
ha-ra-ni-ni	harrān+N+Masc+Pl+Construct+1cpPoss
ha-ra-ni-ni	harrān+N+Masc+Pl+Obl+1cpPoss
ha-ra-ni-ni	harrān+N+Masc+Sg+Gen+1cpPoss
ha-ra-ni-šu	harrān+N+Masc+Dual+Obl+3msPoss
ha-ra-ni-šu	harrān+N+Masc+Pl+Construct+3msPoss
ha-ra-ni-šu	harrān+N+Masc+Pl+Obl+3msPoss
ha-ra-ni-šu	harrān+N+Masc+Sg+Gen+3msPoss
ha-ra-ni-šu!	UNKNOWN
ha-ra-nim	harrān+N+Masc+Sg+Gen
ha-ra-nim-ma	harrān+N+Masc+Sg+Gen+MA
ha-ra-nu-um	harrān+N+Masc+Sg+Nom
ha-ra-num	harrān+N+Masc+Sg+Nom
ha-ra-nàm	harrān+N+Masc+Sg+Acc
ha-ra-šu	hamr+N+Masc+Dual+Nom+3msPoss
ha-ra-šu	hamr+N+Masc+Sg+Acc+3msPoss
ha-ra-šu	harrān+N+Masc+Sg+Construct+3msPoss
ha-ra-šu	hār+N+Masc+Dual+Nom+3msPoss
ha-ra-šu	hār+N+Masc+Sg+Acc+3msPoss
ha-ra-šu-ma	hamr+N+Masc+Dual+Nom+3msPoss+MA
ha-ra-šu-ma	hamr+N+Masc+Sg+Acc+3msPoss+MA
ha-ra-šu-ma	harrān+N+Masc+Sg+Construct+3msPoss+MA
ha-ra-šu-ma	hār+N+Masc+Dual+Nom+3msPoss+MA
ha-ra-šu-ma	hār+N+Masc+Sg+Acc+3msPoss+MA
ha-ra-šu-ni	UNKNOWN
ha-ri	hamr+N+Masc+Pl+Construct
ha-ri	hamr+N+Masc+Pl+Construct+1csPoss
ha-ri	hamr+N+Masc+Pl+Obl
ha-ri	hamr+N+Masc+Pl+Obl+1csPoss
ha-ri	hamr+N+Masc+Sg+Construct+1csPoss
ha-ri	hamr+N+Masc+Sg+Gen
ha-ri	hār+N+Masc+Pl+Construct
ha-ri	hār+N+Masc+Pl+Construct+1csPoss
ha-ri	hār+N+Masc+Pl+Obl
ha-ri	hār+N+Masc+Pl+Obl+1csPoss
ha-ri	hār+N+Masc+Sg+Construct+1csPoss
ha-ri	hār+N+Masc+Sg+Gen
ha-ri	hārim+N+Masc+Sg+Construct
ha-ri-a-tim	harī+N+Fem+Pl+Obl
ha-ri-im	hamr+N+Masc+Sg+Gen
ha-ri-im	hār+N+Masc+Sg+Gen
ha-ri-im	hārim+N+Masc+Sg+Construct
ha-ru-mu-tim	UNKNOWN_NOUN_ADJ
ha-ru-mu-tum	UNKNOWN_NOUN_ADJ
ha-sí-sà-ni-ma	UNKNOWN
ha-sí-sú	UNKNOWN
ha-ṣí-ni	haṣṣinn+N+Masc+Pl+Construct
ha-ṣí-ni	haṣṣinn+N+Masc+Pl+Construct+1csPoss
ha-ṣí-ni	haṣṣinn+N+Masc+Pl+Obl
ha-ṣí-ni	haṣṣinn+N+Masc+Pl+Obl+1csPoss
ha-ṣí-ni	haṣṣinn+N+Masc+Sg+Construct+1cpPoss
ha-ṣí-ni	haṣṣinn+N+Masc+Sg+Construct+1csPoss
ha-ṣí-ni	haṣṣinn+N+Masc+Sg+Gen
